Path,XMin,YMin,XMax,YMax
66.png,0.2425,0.795833,0.31375,0.8475
67.png,0.255625,0.344167,0.306875,0.389167
68.png,0.500625,0.5675,0.58125,0.6425
69.png,0.70875,0.7975,0.764375,0.854167
70.png,0.0,0.629167,0.413146,0.991667
71.png,0.692488,0.466667,0.78169,0.720833
72.png,0.0070420000000000005,0.666667,0.373239,0.9875
73.png,0.131455,0.483333,0.258216,0.7125
74.png,0.537559,0.691667,0.997653,0.979167
75.png,0.0,0.4875,0.058685,0.625
76.png,0.00939,0.5625,0.140845,0.804167
77.png,0.065728,0.4875,0.176056,0.7875
78.png,0.15492999999999998,0.483333,0.265258,0.708333
79.png,0.697183,0.475,0.774648,0.920833
80.png,0.246479,0.766667,0.274648,0.883333
81.png,0.0,0.4875,0.053991,0.645833
82.png,0.0,0.4875,0.025822,0.545833
83.png,0.056338,0.545833,0.115023,0.658333
84.png,0.065728,0.5,0.119718,0.558333
85.png,0.21126799999999998,0.4875,0.24882600000000002,0.570833
86.png,0.725352,0.470833,0.760563,0.579167
87.png,0.535211,0.6875,0.814554,0.983333
88.png,0.79108,0.7,0.997653,0.9875
89.png,0.0,0.491667,0.028169,0.566667
90.png,0.058685,0.554167,0.115023,0.675
91.png,0.065728,0.4875,0.119718,0.579167
92.png,0.199531,0.470833,0.262911,0.5875
93.png,0.70892,0.470833,0.758216,0.575
94.png,0.0,0.49583299999999997,0.068075,0.725
95.png,0.025822,0.554167,0.129108,0.820833
96.png,0.061033000000000004,0.5,0.169014,0.895833
97.png,0.164319,0.479167,0.274648,0.904167
98.png,0.694836,0.483333,0.769953,0.9
99.png,0.0,0.4875,0.051642999999999994,0.695833
100.png,0.0070420000000000005,0.554167,0.14554,0.775
101.png,0.068075,0.49583299999999997,0.169014,0.704167
102.png,0.690141,0.4875,0.767606,0.679167
103.png,0.0,0.5125,0.028169,0.5625
104.png,0.09624400000000001,0.5375,0.119718,0.591667
105.png,0.204225,0.508333,0.234742,0.575
106.png,0.711268,0.49583299999999997,0.730047,0.554167
107.png,0.0023469999999999997,0.6125,0.042254,0.695833
108.png,0.042254,0.5625,0.049296,0.608333
109.png,0.068075,0.654167,0.13615,0.770833
110.png,0.107981,0.6,0.166667,0.670833
111.png,0.152582,0.554167,0.183099,0.770833
112.png,0.223005,0.545833,0.265258,0.695833
113.png,0.687793,0.5875,0.732394,0.704167
114.png,0.71831,0.575,0.7723,0.683333
115.png,0.011737000000000001,0.754167,0.046948000000000004,0.825
116.png,0.098592,0.704167,0.152582,0.775
117.png,0.12206600000000001,0.641667,0.166667,0.695833
118.png,0.225352,0.629167,0.246479,0.683333
119.png,0.70892,0.6,0.725352,0.641667
120.png,0.720657,0.625,0.739437,0.654167
121.png,0.501572,0.039813,0.746855,0.264637
122.png,0.5157229999999999,0.023419,0.795597,0.22482399999999997
123.png,0.08805,0.531616,0.12106900000000001,0.632318
124.png,0.16509400000000002,0.189696,0.47956000000000004,0.915691
125.png,0.205975,0.194379,0.245283,0.28103
126.png,0.24213800000000002,0.194379,0.267296,0.28571399999999997
127.png,0.22625,0.535,0.48125,0.751667
128.png,0.23625,0.37,0.25125,0.413333
129.png,0.255,0.245,0.39125,0.405
130.png,0.2625,0.633333,0.27375,0.66
131.png,0.27375,0.638333,0.29,0.668333
132.png,0.3525,0.37,0.3675,0.391667
133.png,0.36625,0.366667,0.38,0.396667
134.png,0.3775,0.361667,0.3925,0.39
135.png,0.40875,0.683333,0.42625,0.713333
136.png,0.4225,0.68,0.44,0.71
137.png,0.43875,0.681667,0.45125,0.71
138.png,0.45125,0.675,0.46875,0.706667
139.png,0.55,0.683333,0.56875,0.746667
140.png,0.56375,0.328333,0.6625,0.413333
141.png,0.57625,0.38166700000000003,0.5925,0.413333
142.png,0.57625,0.6533329999999999,0.60125,0.701667
143.png,0.57875,0.71,0.5975,0.743333
144.png,0.59125,0.385,0.60625,0.413333
145.png,0.5925,0.255,0.76875,0.388333
146.png,0.59875,0.708333,0.61125,0.74
147.png,0.6025,0.661667,0.625,0.706667
148.png,0.60625,0.383333,0.6225,0.41
149.png,0.60875,0.706667,0.62375,0.738333
150.png,0.61,0.641667,0.64125,0.691667
151.png,0.61125,0.545,0.65875,0.598333
152.png,0.6275,0.705,0.64,0.731667
153.png,0.63,0.453333,0.82625,0.731667
154.png,0.64125,0.695,0.66,0.735
155.png,0.6075,0.5575,0.883125,0.944167
157.png,0.076875,0.07083300000000001,0.40625,0.635833
158.png,0.8648440000000001,0.018182,1.0,0.24329
159.png,0.71875,0.333333,0.8859379999999999,0.551515
160.png,0.0,0.561905,0.275,0.941991
161.png,0.2125,0.335065,0.675,0.999134
162.png,0.54375,0.219048,0.88125,0.5367970000000001
163.png,0.65,0.27619,0.8492190000000001,0.547186
164.png,0.6992189999999999,0.579221,0.940625,0.9878790000000001
165.png,0.8539059999999999,0.012121,0.9992190000000001,0.272727
166.png,0.863281,0.316017,0.9890620000000001,0.782684
167.png,0.116406,0.566234,0.257812,0.8718610000000001
168.png,0.232031,0.406061,0.45546899999999996,0.675325
169.png,0.695312,0.618182,0.877344,0.966234
170.png,0.728125,0.27878800000000004,0.8539059999999999,0.547186
171.png,0.8820309999999999,0.13333299999999998,0.9992190000000001,0.261472
172.png,0.176875,0.23622600000000002,0.5025,0.836777
173.png,0.09,0.05234199999999999,0.94875,0.9993110000000001
174.png,0.54,0.143251,0.915625,0.677686
175.png,0.595625,0.23071599999999998,0.909375,0.5
176.png,0.015625,0.064583,0.953125,0.975
177.png,0.079926,0.072857,0.920074,0.987143
178.png,0.16129000000000002,0.35125,0.972191,0.949375
179.png,0.26,0.57375,0.455833,0.6825
180.png,0.260833,0.565,0.46,0.680625
181.png,0.020833,0.15,0.291667,0.48055600000000004
182.png,0.902083,0.186111,0.966667,0.219444
183.png,0.380625,0.049719,0.978125,0.9962479999999999
184.png,0.618125,0.32457800000000003,0.999375,0.9990620000000001
185.png,0.3875,0.9146340000000001,0.655625,0.9990620000000001
186.png,0.38875,0.15853699999999998,0.879375,0.93621
187.png,0.621875,0.44934300000000005,0.865625,0.9530959999999999
188.png,0.69125,0.9071290000000001,0.813125,0.9990620000000001
189.png,0.56875,0.182927,0.595625,0.320826
190.png,0.766875,0.330206,0.806875,0.46341499999999997
191.png,0.739683,0.418421,0.836508,0.728947
192.png,0.153968,0.194737,0.553968,0.755263
193.png,0.461905,0.384211,0.857143,0.723684
194.png,0.05,0.6688890000000001,0.161667,0.773333
195.png,0.098333,0.755556,0.221667,0.8777780000000001
196.png,0.14166700000000002,0.631111,0.263333,0.7377779999999999
197.png,0.2,0.717778,0.323333,0.831111
198.png,0.24166700000000002,0.58,0.425,0.697778
199.png,0.298333,0.648889,0.501667,0.797778
200.png,0.405,0.555556,0.51,0.628889
201.png,0.466667,0.626667,0.583333,0.708889
202.png,0.483333,0.528889,0.595,0.5977779999999999
203.png,0.556667,0.593333,0.666667,0.68
204.png,0.6275,0.41651000000000005,0.761875,0.954034
205.png,0.231875,0.44465299999999996,0.385625,0.913696
206.png,0.11125,0.493433,0.229375,0.883677
207.png,0.1525,0.0,0.2525,0.14915599999999998
208.png,0.25375,0.510319,0.351875,0.868668
209.png,0.36,0.0,0.440625,0.151032
210.png,0.440625,0.0,0.496875,0.15666
211.png,0.443125,0.4606,0.558125,0.874296
212.png,0.588125,0.4803,0.6725,0.883677
213.png,0.658125,0.513133,0.73375,0.899625
216.png,0.0,0.071895,0.449346,0.918301
217.png,0.034314,0.400327,0.763072,0.998366
218.png,0.035948,0.405229,0.7679739999999999,0.998366
219.png,0.044118,0.526144,0.9820260000000001,0.998366
220.png,0.045752,0.22712399999999996,0.679739,0.998366
221.png,0.04902,0.522876,0.985294,0.998366
222.png,0.053922000000000005,0.235294,0.681373,0.998366
223.png,0.029412,0.174837,0.323529,0.964052
224.png,0.400327,0.138889,0.9101309999999999,0.9722219999999999
225.png,0.310625,0.085037,0.999375,0.999182
226.png,0.314375,0.591169,0.999375,0.999182
227.png,0.1725,0.542927,0.408125,0.761243
228.png,0.4475,0.16435,0.759375,0.72363
229.png,0.48948100000000005,0.154851,0.9340809999999999,0.766791
230.png,0.074334,0.26959,0.502104,0.9123129999999999
231.png,0.492987,0.412313,0.8695649999999999,0.719216
232.png,0.169004,0.402985,0.293829,0.603545
233.png,0.6332399999999999,0.232276,0.828191,0.538246
234.png,0.22833299999999998,0.12875,0.676667,0.89
235.png,0.4275,0.1925,0.47,0.23875
236.png,0.0525,0.129697,0.946667,0.923636
237.png,0.28465799999999997,0.36324,0.715342,0.7560979999999999
238.png,0.0073939999999999995,0.006097999999999999,0.992606,0.9973870000000001
239.png,0.106875,0.10169500000000001,0.9975,0.999058
240.png,0.256875,0.262712,0.54125,0.851224
241.png,0.220313,0.571875,0.771875,0.8640620000000001
242.png,0.225,0.19531199999999999,0.759375,0.471875
243.png,0.000625,0.323612,0.391875,0.6491060000000001
244.png,0.0,0.353716,0.999375,0.999059
245.png,0.609375,0.180621,0.8925,0.364064
246.png,0.00625,0.244167,0.999375,0.823333
247.png,0.15,0.57,0.288333,0.755
248.png,0.343333,0.5725,0.47,0.75
249.png,0.525,0.5425,0.661667,0.745
250.png,0.115625,0.029169999999999998,0.365625,0.956619
251.png,0.130625,0.857891,0.20375,0.9835450000000001
252.png,0.321875,0.039641,0.711875,0.933433
253.png,0.44375,0.15632000000000001,0.57125,0.849663
254.png,0.536875,0.118175,0.720625,0.876589
255.png,0.646875,0.15931199999999998,0.966875,0.8908
256.png,0.21875,0.925954,0.348125,0.9857889999999999
257.png,0.310625,0.759162,0.385,0.89828
258.png,0.39375,0.89828,0.435625,0.944652
259.png,0.438125,0.757666,0.474375,0.848168
260.png,0.55,0.829469,0.623125,0.915482
261.png,0.56875,0.829469,0.6175,0.891548
262.png,0.6375,0.853403,0.70625,0.925954
263.png,0.680625,0.721765,0.715,0.846672
264.png,0.7125,0.8556469999999999,0.7525,0.903515
265.png,0.069712,0.04805,0.938301,0.940111
266.png,0.494,0.320378,0.562667,0.410714
267.png,0.542,0.281513,0.597333,0.509454
268.png,0.005333,0.012605,0.993333,0.995798
278.png,0.291875,0.043332999999999997,0.70125,0.999167
279.png,0.055034000000000007,0.089391,0.9293309999999999,0.947937
282.png,0.0375,0.546976,0.12,0.658945
283.png,0.0375,0.26512199999999997,0.13583299999999998,0.44401499999999994
284.png,0.039167,0.6718149999999999,0.2975,0.947233
285.png,0.04,0.46846800000000005,0.085,0.5482630000000001
286.png,0.068333,0.504505,0.1125,0.5855859999999999
287.png,0.095833,0.5122270000000001,0.154167,0.6074649999999999
288.png,0.118333,0.292149,0.245,0.481338
289.png,0.159167,0.47618999999999995,0.2325,0.5740029999999999
290.png,0.18,0.527671,0.23,0.602317
291.png,0.23,0.34749,0.250833,0.37323
292.png,0.23916700000000002,0.483912,0.303333,0.593308
293.png,0.245833,0.446589,0.706667,0.9510940000000001
294.png,0.25166700000000003,0.292149,0.293333,0.368082
295.png,0.2675,0.351351,0.3175,0.46975500000000003
296.png,0.323333,0.37194299999999997,0.363333,0.44401499999999994
297.png,0.363333,0.395109,0.429167,0.46331999999999995
298.png,0.399167,0.330759,0.425,0.396396
299.png,0.425,0.37194299999999997,0.4725,0.429858
300.png,0.4275,0.41570100000000004,0.464167,0.46203299999999997
301.png,0.469167,0.35649899999999995,0.539167,0.440154
302.png,0.554167,0.374517,0.65,0.428571
303.png,0.674167,0.393822,0.7025,0.43629300000000004
304.png,0.7625,0.404118,0.803333,0.43758
305.png,0.819167,0.405405,0.838333,0.42342299999999994
306.png,0.080292,0.13944700000000002,0.519708,0.78392
307.png,0.303125,0.580087,0.36375,0.650433
308.png,0.736875,0.572511,0.809375,0.643939
309.png,0.075,0.288961,0.443125,0.608225
310.png,0.479592,0.0,0.8387760000000001,0.926667
311.png,0.387755,0.08,0.997959,0.993333
312.png,0.005814,0.0,0.9593020000000001,0.9974290000000001
313.png,0.38375,0.55574,0.56375,0.9018299999999999
314.png,0.58,0.552413,0.75,0.9184690000000001
315.png,0.125625,0.6992550000000001,0.25125,1.0
316.png,0.05,0.722533,0.133125,0.9776540000000001
317.png,0.36,0.710428,0.405,0.973929
318.png,0.0,0.125698,0.999375,0.796089
319.png,0.05875,0.679702,0.15875,0.9990690000000001
320.png,0.11,0.703911,0.154375,0.8417129999999999
321.png,0.205625,0.6750470000000001,0.240625,0.780261
322.png,0.22625,0.690875,0.290625,0.9729979999999999
323.png,0.293125,0.6946,0.3625,0.9990690000000001
324.png,0.3125,0.251397,0.749375,0.9990690000000001
325.png,0.349375,0.705773,0.404375,0.969274
326.png,0.403125,0.7271880000000001,0.4325,0.980447
327.png,0.635,0.703911,0.8875,0.9906889999999999
328.png,0.858125,0.605214,0.999375,0.9990690000000001
329.png,0.135625,0.786778,0.26625,0.9990690000000001
330.png,0.293125,0.7383609999999999,0.36125,0.9990690000000001
331.png,0.334375,0.555866,0.689375,0.9990690000000001
332.png,0.36125,0.734637,0.40625,0.969274
333.png,0.400625,0.72905,0.434375,0.9124770000000001
334.png,0.796875,0.746741,0.841875,0.998138
335.png,0.88875,0.645251,0.998125,0.9990690000000001
336.png,0.104575,0.24183000000000002,0.22712399999999996,0.609477
337.png,0.147059,0.267974,0.183007,0.33169899999999997
338.png,0.002098,0.004032,0.999301,0.998992
339.png,0.147059,0.174837,0.220588,0.29738600000000004
340.png,0.16176500000000002,0.187909,0.205882,0.28268000000000004
341.png,0.169935,0.55719,0.238562,0.606209
342.png,0.20261400000000002,0.174837,0.30719,0.279412
343.png,0.447712,0.191176,0.743464,0.46731999999999996
344.png,0.813725,0.439542,0.936275,0.591503
345.png,0.0,0.009804,0.998366,0.9918299999999999
346.png,0.0,0.0,0.9979959999999999,0.998442
362.png,0.72375,0.28517800000000004,0.94625,1.0
363.png,0.74125,0.388368,0.93125,0.904315
364.png,0.5725,0.037523,0.6375,0.129456
365.png,0.02875,0.18011300000000002,0.20125,0.9118200000000001
366.png,0.18125,0.341463,0.52,0.93621
367.png,0.205,0.11257,0.5625,0.8536590000000001
368.png,0.37625,0.322702,0.48125,0.868668
369.png,0.47,0.296435,0.64375,0.908068
370.png,0.48,0.382739,0.51375,0.44465299999999996
371.png,0.5975,0.354597,0.76875,0.951219
372.png,0.04375,0.257036,0.18,0.553471
373.png,0.19,0.41088199999999997,0.33625,0.628518
374.png,0.29375,0.18011300000000002,0.5125,0.424015
375.png,0.47375,0.37898699999999996,0.64625,0.611632
376.png,0.60125,0.41088199999999997,0.755,0.746717
378.png,0.415,0.751667,0.49875,0.8466670000000001
379.png,0.51,0.0,0.9985709999999999,0.9978450000000001
380.png,0.22375,0.128518,0.78625,0.9990620000000001
381.png,0.215333,0.159,0.8420000000000001,0.929
382.png,0.261333,0.33799999999999997,0.946667,0.981
383.png,0.38125,0.0,0.596875,0.05
384.png,0.236994,0.14875,0.77553,0.860625
385.png,0.178227,0.185,0.8044319999999999,0.875625
386.png,0.0,0.004375,0.9990370000000001,0.999375
387.png,0.38398699999999997,0.70915,0.526144,0.859477
388.png,0.037582,0.140523,0.8447709999999999,0.9689540000000001
389.png,0.148125,0.589118,0.22125,0.729831
390.png,0.24125,0.592871,0.330625,0.738274
391.png,0.24,0.628518,0.329375,0.731707
392.png,0.56125,0.771107,0.695,0.9990620000000001
393.png,0.928125,0.578799,0.999375,0.712008
394.png,0.0,0.531895,0.084375,0.698874
395.png,0.40875,0.591932,0.491875,0.711069
396.png,0.48125,0.6031890000000001,0.56375,0.711069
397.png,0.594375,0.5572229999999999,0.689375,0.705441
398.png,0.708125,0.566604,0.803125,0.696998
399.png,0.804375,0.5759850000000001,0.925,0.7091930000000001
400.png,0.0,0.606004,0.08375,0.707317
401.png,0.154375,0.655722,0.23875,0.699812
402.png,0.20125,0.245779,0.310625,0.35178200000000004
403.png,0.320625,0.0,0.8025,0.35178200000000004
404.png,0.405,0.636961,0.476875,0.705441
405.png,0.479375,0.6519699999999999,0.564375,0.701689
406.png,0.571875,0.8442780000000001,0.6925,0.9990620000000001
407.png,0.60125,0.621013,0.695,0.705441
408.png,0.71125,0.6153850000000001,0.8,0.703565
409.png,0.80875,0.635084,0.9125,0.703565
410.png,0.930625,0.650094,0.994375,0.703565
411.png,0.024375,0.549719,0.059375,0.621013
412.png,0.175625,0.58818,0.205,0.6425890000000001
413.png,0.280625,0.5825520000000001,0.314375,0.6463409999999999
414.png,0.45125,0.602251,0.481875,0.6482180000000001
415.png,0.505,0.598499,0.534375,0.655722
416.png,0.639375,0.564728,0.66625,0.628518
417.png,0.734375,0.569418,0.765,0.635084
418.png,0.799375,0.250469,0.929375,0.36773
419.png,0.848125,0.590056,0.87625,0.6425890000000001
420.png,0.951875,0.606004,0.97625,0.661351
421.png,0.0,0.260504,0.3575,0.7236229999999999
422.png,0.402685,0.46711400000000003,0.514262,0.8805370000000001
423.png,0.04875,0.024166999999999998,0.504375,0.966667
424.png,0.500625,0.010833,0.96875,0.999167
425.png,0.354286,0.322581,0.675714,0.705376
426.png,0.35857100000000003,0.326882,0.677143,0.6903229999999999
427.png,0.316348,0.14666700000000002,0.5074310000000001,0.288333
428.png,0.692144,0.156667,0.9108280000000001,0.248333
429.png,0.276008,0.008333,0.978769,0.751667
430.png,0.467091,0.525,0.804671,0.636667
431.png,0.295117,0.015,0.951168,0.751667
432.png,0.528662,0.223333,0.711253,0.478333
433.png,0.577477,0.06,0.70991,0.155
434.png,0.191892,0.893125,0.315315,0.959375
435.png,0.31982,0.855625,0.38648699999999997,0.944375
436.png,0.353153,0.901875,0.458559,0.976875
437.png,0.45045,0.93875,0.536937,0.999375
438.png,0.452,0.564,0.8640000000000001,0.986
439.png,0.504,0.614,0.812,0.932
440.png,0.46399999999999997,0.561,0.8690000000000001,0.973
441.png,0.37,0.47100000000000003,0.966,0.9990000000000001
442.png,0.501,0.607,0.816,0.9329999999999999
443.png,0.034375,0.715625,0.9984379999999999,0.9984379999999999
444.png,0.0,0.0,0.999375,0.999167
445.png,0.41375,0.055347,0.653125,0.8095680000000001
446.png,0.0,0.0,0.98,0.9975
447.png,0.358125,0.161667,0.595,0.345
448.png,0.28,0.540833,0.311875,0.589167
449.png,0.291875,0.428333,0.403125,0.639167
450.png,0.324375,0.375,0.45875,0.601667
451.png,0.37375,0.1475,0.581875,0.510833
452.png,0.503125,0.428333,0.655625,0.635
453.png,0.505625,0.401667,0.575,0.489167
454.png,0.5675,0.3575,0.6125,0.4375
455.png,0.28625,0.415833,0.31875,0.453333
456.png,0.32625,0.4675,0.36125,0.505
457.png,0.36875,0.4175,0.394375,0.446667
458.png,0.48,0.235,0.541875,0.3125
459.png,0.53,0.5275,0.55625,0.556667
460.png,0.534375,0.434167,0.5625,0.455
461.png,0.571875,0.463333,0.616875,0.513333
462.png,0.574375,0.385833,0.59625,0.414167
463.png,0.6325,0.411667,0.665625,0.451667
464.png,0.00293,0.054688,0.197266,0.515625
465.png,0.00293,0.544271,0.265625,0.998698
466.png,0.19531199999999999,0.019531,0.647461,0.378906
467.png,0.245117,0.333333,0.829102,0.817708
468.png,0.335938,0.828125,0.705078,0.998698
469.png,0.6503909999999999,0.06640599999999999,0.9785159999999999,0.238281
470.png,0.709961,0.81901,0.992188,0.998698
471.png,0.768555,0.345052,0.999023,0.783854
472.png,0.089375,0.807692,0.2625,0.9268290000000001
473.png,0.26125,0.755159,0.510625,0.9990620000000001
474.png,0.593125,0.358349,0.7475,0.7148220000000001
485.png,0.254687,0.073437,0.745313,0.253125
486.png,0.221875,0.55625,0.309375,0.8296870000000001
487.png,0.395312,0.615625,0.60625,0.764063
488.png,0.0,0.090056,0.11875,0.230769
489.png,0.2175,0.602251,0.3825,0.8536590000000001
490.png,0.440625,0.102251,0.608125,0.24765500000000001
491.png,0.505625,0.644465,0.695625,0.796435
492.png,0.720625,0.139775,0.855,0.353659
493.png,0.0,0.0,0.999375,0.349138
494.png,0.050625,0.14080499999999999,0.12375,0.9181030000000001
495.png,0.1825,0.057471,0.999375,0.9712639999999999
496.png,0.5225,0.72045,0.555625,0.773921
497.png,0.130625,0.0,0.2,0.20825500000000002
498.png,0.271875,0.8864920000000001,0.3975,0.9990620000000001
499.png,0.379375,0.829268,0.51125,0.9990620000000001
500.png,0.46375,0.37898699999999996,0.5575,0.767355
501.png,0.56375,0.409944,0.66375,0.906191
502.png,0.804375,0.09287100000000001,0.8775,0.398687
503.png,0.844375,0.904315,0.945625,0.998124
504.png,0.975,0.045966,0.999375,0.263602
505.png,0.145625,0.168856,0.16625,0.196998
506.png,0.165,0.183865,0.17375,0.198874
507.png,0.47125,0.707317,0.488125,0.755159
508.png,0.505625,0.7242029999999999,0.5275,0.7495310000000001
509.png,0.590625,0.874296,0.60875,0.9071290000000001
510.png,0.6175,0.868668,0.638125,0.9033770000000001
511.png,0.809375,0.348968,0.82625,0.394934
512.png,0.83625,0.374296,0.848125,0.393058
513.png,0.74183,0.447712,0.9689540000000001,0.9738559999999999
514.png,0.681373,0.638889,0.965686,0.980392
515.png,0.565625,0.0,0.9859370000000001,0.374429
516.png,0.007292,0.022656,0.876042,0.9546870000000001
517.png,0.345,0.306667,0.449375,0.4775
518.png,0.458125,0.303333,0.5625,0.47
519.png,0.570625,0.305,0.67,0.474167
520.png,0.680625,0.306667,0.7825,0.475833
521.png,0.268125,0.605833,0.48375,0.874167
522.png,0.0,0.0,0.998698,0.999023
523.png,0.003735,0.0,0.999066,0.999375
524.png,0.184874,0.41875,0.256769,0.47375
525.png,0.490196,0.41,0.558357,0.47625
526.png,0.728291,0.424375,0.802988,0.4925
527.png,0.24,0.232184,0.8,0.691954
528.png,0.2025,0.22,0.25125,0.353333
529.png,0.254375,0.275833,0.306875,0.335833
530.png,0.333125,0.165,0.40375,0.311667
531.png,0.365625,0.330833,0.599375,0.6533329999999999
532.png,0.0,0.269231,0.309375,0.46904300000000004
533.png,0.0,0.553471,0.374375,0.9990620000000001
534.png,0.40375,0.25422100000000003,0.466875,0.434334
535.png,0.436875,0.58818,0.480625,0.8611629999999999
536.png,0.439375,0.906191,0.505,0.9990620000000001
537.png,0.545625,0.9155719999999999,0.600625,0.9990620000000001
538.png,0.6425,0.15197,0.999375,0.434334
539.png,0.651875,0.513133,0.999375,0.9990620000000001
540.png,0.451875,0.636961,0.581875,0.79925
541.png,0.27,0.221388,0.47875,0.840525
542.png,0.564375,0.227017,0.698125,0.707317
543.png,0.242963,0.090452,0.385185,0.179648
544.png,0.44444399999999995,0.330402,0.506667,0.407035
545.png,0.248889,0.115578,0.36,0.17336700000000002
546.png,0.45037,0.356784,0.518519,0.398241
547.png,0.61037,0.123116,0.665185,0.160804
548.png,0.299259,0.105528,0.351111,0.15829100000000002
549.png,0.46814799999999995,0.339196,0.487407,0.361809
550.png,0.6444439999999999,0.100503,0.671111,0.136935
551.png,0.389375,0.516432,0.549375,0.766197
552.png,0.0,0.82381,0.108333,0.9988100000000001
553.png,0.010417000000000001,0.841667,0.27708299999999997,0.9988100000000001
554.png,0.243056,0.375,0.298611,0.466667
555.png,0.653595,0.03268,0.965686,0.9673200000000001
556.png,0.640523,0.027777999999999997,0.9705879999999999,0.965686
557.png,0.029412,0.026144,0.718954,0.9673200000000001
558.png,0.642157,0.001634,0.9689540000000001,0.9673200000000001
559.png,0.183333,0.04375,0.720833,0.859375
560.png,0.44063500000000005,0.22375,0.641304,0.48375
561.png,0.592809,0.515,0.707358,0.663125
562.png,0.732441,0.531875,0.814381,0.644375
563.png,0.1325,0.261194,0.80125,0.798507
564.png,0.0,0.275,0.9582450000000001,0.999375
565.png,0.37644299999999997,0.057627,0.9561200000000001,0.983051
566.png,0.5612010000000001,0.118644,0.6974600000000001,0.372881
567.png,0.0,0.0,0.9990000000000001,0.998501
568.png,0.384,0.116942,0.9990000000000001,0.998501
569.png,0.24100000000000002,0.007495999999999999,0.99,0.709145
570.png,0.39299999999999996,0.404798,0.9990000000000001,0.998501
571.png,0.735,0.121439,0.9990000000000001,0.42578699999999997
572.png,0.584375,0.384375,0.83125,0.53125
573.png,0.155556,0.6638890000000001,0.402778,0.951852
574.png,0.50463,0.721296,0.8675930000000001,0.967593
575.png,0.0,0.0,0.999375,0.999167
576.png,0.744167,0.7116640000000001,0.768333,0.800786
577.png,0.08166699999999999,0.40498,0.17,0.50983
578.png,0.116667,0.246396,0.224167,0.351245
579.png,0.898333,0.5085189999999999,0.956667,0.571429
580.png,0.945833,0.423329,0.995,0.471822
581.png,0.001667,0.0,0.353333,0.794233
582.png,0.355,0.37614699999999995,0.5875,0.753604
583.png,0.630833,0.588467,0.704167,0.739187
584.png,0.708333,0.482307,0.764167,0.782438
585.png,0.740833,0.38663200000000003,0.934167,0.78637
586.png,0.926667,0.094364,0.999167,0.761468
