ImageID,OriginalURL,OriginalLandingURL,XMin,YMin,XMax,YMax,Labels
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.00939,0.5625,0.140845,0.804167,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.065728,0.4875,0.176056,0.7875,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.15493,0.483333,0.265258,0.708333,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.697183,0.475,0.774648,0.920833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.246479,0.766667,0.274648,0.883333,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.4875,0.053991,0.645833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.4875,0.025822,0.545833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.056338,0.545833,0.115023,0.658333,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.065728,0.5,0.119718,0.558333,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.211268,0.4875,0.248826,0.570833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.725352,0.470833,0.760563,0.579167,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.535211,0.6875,0.814554,0.983333,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.79108,0.7,0.997653,0.9875,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.491667,0.028169,0.566667,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.058685,0.554167,0.115023,0.675,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.065728,0.4875,0.119718,0.579167,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.199531,0.470833,0.262911,0.5875,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.70892,0.470833,0.758216,0.575,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.495833,0.068075,0.725,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.025822,0.554167,0.129108,0.820833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.061033,0.5,0.169014,0.895833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.164319,0.479167,0.274648,0.904167,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.694836,0.483333,0.769953,0.9,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.4875,0.051643,0.695833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.007042,0.554167,0.14554,0.775,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.068075,0.495833,0.169014,0.704167,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.690141,0.4875,0.767606,0.679167,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.0,0.5125,0.028169,0.5625,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.096244,0.5375,0.119718,0.591667,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.204225,0.508333,0.234742,0.575,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.711268,0.495833,0.730047,0.554167,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.002347,0.6125,0.042254,0.695833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.042254,0.5625,0.049296,0.608333,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.068075,0.654167,0.13615,0.770833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.107981,0.6,0.166667,0.670833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.152582,0.554167,0.183099,0.770833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.223005,0.545833,0.265258,0.695833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.687793,0.5875,0.732394,0.704167,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.71831,0.575,0.7723,0.683333,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.011737,0.754167,0.046948,0.825,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.098592,0.704167,0.152582,0.775,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.122066,0.641667,0.166667,0.695833,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.225352,0.629167,0.246479,0.683333,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.70892,0.6,0.725352,0.641667,/m/01sdgj
026ba6d39e5c803a,https://c3.staticflickr.com/9/8197/8262125614_254ae280a4_o.jpg,https://www.flickr.com/photos/globalai/8262125614,0.720657,0.625,0.739437,0.654167,/m/01sdgj
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.501572,0.039813,0.746855,0.264637,/m/09vh0m
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.515723,0.023419,0.795597,0.224824,/m/09vh0m
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.08805,0.531616,0.121069,0.632318,/m/09vh0m
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.165094,0.189696,0.47956,0.915691,/m/09vh0m
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.205975,0.194379,0.245283,0.28103,/m/09vh0m
02fd0a4ae841e4d4,https://farm5.staticflickr.com/7040/6987891875_e606f1aeb0_o.jpg,https://www.flickr.com/photos/usdagov/6987891875,0.242138,0.194379,0.267296,0.285714,/m/09vh0m
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.22625,0.535,0.48125,0.751667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.23625,0.37,0.25125,0.413333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.255,0.245,0.39125,0.405,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.2625,0.633333,0.27375,0.66,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.27375,0.638333,0.29,0.668333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.3525,0.37,0.3675,0.391667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.36625,0.366667,0.38,0.396667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.3775,0.361667,0.3925,0.39,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.40875,0.683333,0.42625,0.713333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.4225,0.68,0.44,0.71,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.43875,0.681667,0.45125,0.71,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.45125,0.675,0.46875,0.706667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.55,0.683333,0.56875,0.746667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.56375,0.328333,0.6625,0.413333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.57625,0.381667,0.5925,0.413333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.57625,0.653333,0.60125,0.701667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.57875,0.71,0.5975,0.743333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.59125,0.385,0.60625,0.413333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.5925,0.255,0.76875,0.388333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.59875,0.708333,0.61125,0.74,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.6025,0.661667,0.625,0.706667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.60625,0.383333,0.6225,0.41,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.60875,0.706667,0.62375,0.738333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.61,0.641667,0.64125,0.691667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.61125,0.545,0.65875,0.598333,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.6275,0.705,0.64,0.731667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.63,0.453333,0.82625,0.731667,/m/02h5d
009fe379015d01ee,https://c7.staticflickr.com/7/6149/6016340432_5e4fbd1aaa_o.jpg,https://www.flickr.com/photos/masked-builder/6016340432,0.64125,0.695,0.66,0.735,/m/02h5d
0e02f7b8a186bbb4,https://farm5.staticflickr.com/5823/20670248842_9b6a82392f_o.jpg,https://www.flickr.com/photos/mom2sofia/20670248842,0.41375,0.388368,0.5675,0.637899,/m/016vt9
0ea75c93c626c325,https://farm6.staticflickr.com/3195/3060567222_689b35b4f2_o.jpg,https://www.flickr.com/photos/c32/3060567222,0.6075,0.5575,0.883125,0.944167,/m/01sdgj
00a1d3131c64ece7,https://farm8.staticflickr.com/2849/11338420536_7b4664340f_o.jpg,https://www.flickr.com/photos/kjarrett/11338420536,0.0,0.5125,0.958125,0.999167,/m/02wvcj0
04b200082d4eccea,https://c3.staticflickr.com/6/5492/11340848574_974d50f900_o.jpg,https://www.flickr.com/photos/dfid/11340848574,0.26875,0.023402,0.755625,0.80198,/m/016vt9
661a749a93e28153,https://farm4.staticflickr.com/3095/5857176060_2ea0cbebab_o.jpg,https://www.flickr.com/photos/59937401@N07/5857176060,0.076875,0.070833,0.40625,0.635833,/m/0d7pp
8467c3cf0b323a87,https://farm8.staticflickr.com/8370/8568928882_3106251d36_o.jpg,https://www.flickr.com/photos/brickset/8568928882,0.864844,0.018182,1.0,0.24329,/m/02h5d
8467c3cf0b323a87,https://farm8.staticflickr.com/8370/8568928882_3106251d36_o.jpg,https://www.flickr.com/photos/brickset/8568928882,0.71875,0.333333,0.885938,0.551515,/m/02h5d
8467c3cf0b323a87,https://farm8.staticflickr.com/8370/8568928882_3106251d36_o.jpg,https://www.flickr.com/photos/brickset/8568928882,0.0,0.561905,0.275,0.941991,/m/02h5d
8467c3cf0b323a87,https://farm8.staticflickr.com/8370/8568928882_3106251d36_o.jpg,https://www.flickr.com/photos/brickset/8568928882,0.2125,0.335065,0.675,0.999134,/m/02h5d
